,R_0,R_hsb,R_s,R_q,Abs_Benefit,Rel_Benefit,NNQ,obs_to_iso_q,Abs_Benefit_per_Qday,ks,d_inf,pi_t_triangle_center,T_lat_offset,dispersion,Setting,disease,Rel_Benefit_per_Qday,R0_Rs,R0_Rq
2926,3.372,2.217,1.005,0.621,0.384,0.382,2.605,8.572,0.045,0.063,18.365,0.05,0.319,1,HR,Smallpox,0.045,2.367,2.751
2927,1.785,1.157,0.57,0.452,0.119,0.208,8.418,7.222,0.016,0.117,26.217,0,0.432,1,HR,Smallpox,0.029,1.214,1.333
2928,4.94,2.627,0.927,1.101,-0.173,-0.187,1,7.841,-0.022,0.092,16.694,0.124,0.792,1,HR,Smallpox,-0.024,4.013,3.84
2929,2.619,1.093,0.453,0.547,-0.094,-0.207,1,8.823,-0.011,0.151,13.773,0.363,1.239,1,HR,Smallpox,-0.024,2.166,2.072
2930,3.618,2.332,1.331,0.713,0.618,0.465,1.617,8.756,0.071,0.069,14.545,0.613,-0.734,1,HR,Smallpox,0.053,2.287,2.905
2931,1.973,0.703,0.427,0.454,-0.027,-0.063,1,9.028,-0.003,0.113,11.241,0.876,0.473,1,HR,Smallpox,-0.007,1.545,1.519
2932,3.383,1.563,0.698,0.651,0.047,0.068,21.156,8.029,0.006,0.209,20.742,0.23,1.115,1,HR,Smallpox,0.008,2.685,2.732
2933,4.302,2.511,1.012,0.806,0.206,0.204,4.851,8.58,0.024,0.104,14.652,0.022,0.707,1,HR,Smallpox,0.024,3.29,3.496
2934,1.653,0.79,0.278,0.248,0.03,0.108,33.303,8.572,0.004,0.102,15.457,0.369,0.756,1,HR,Smallpox,0.013,1.375,1.405
2935,3.058,1.889,0.765,0.699,0.066,0.086,15.121,7.493,0.009,0.11,21.295,0.162,0.435,1,HR,Smallpox,0.012,2.292,2.358
2936,1.076,0.542,0.212,0.256,-0.044,-0.206,1,8.121,-0.005,0.135,19.157,0.162,0.92,1,HR,Smallpox,-0.025,0.864,0.821
2937,1.727,1.041,0.504,0.405,0.099,0.196,10.101,8.721,0.011,0.069,15.767,0.664,-0.599,1,HR,Smallpox,0.023,1.222,1.321
2938,1.529,0.849,0.363,0.25,0.113,0.311,8.844,8.696,0.013,0.073,18.279,0.287,0.381,1,HR,Smallpox,0.036,1.166,1.279
2939,2.857,1.778,0.892,0.548,0.344,0.386,2.905,8.581,0.04,0.085,15.175,0.224,0.048,1,HR,Smallpox,0.045,1.966,2.31
2940,3.969,2.611,1.376,0.904,0.472,0.343,2.117,8.07,0.059,0.073,17.579,0.632,-1.031,1,HR,Smallpox,0.043,2.593,3.065
2941,4.188,2.675,1.324,0.886,0.438,0.331,2.283,7.886,0.056,0.111,20.461,0.256,-0.252,1,HR,Smallpox,0.042,2.864,3.303
2942,1.173,0.652,0.292,0.26,0.032,0.111,30.772,8.792,0.004,0.094,18.782,0.228,0.388,1,HR,Smallpox,0.013,0.881,0.914
2943,1.628,0.952,0.567,0.342,0.225,0.397,4.446,8.299,0.027,0.067,13.987,0.958,-1.076,1,HR,Smallpox,0.048,1.062,1.287
2944,3.516,1.909,0.703,0.661,0.042,0.059,23.936,8.812,0.005,0.086,17.135,0.236,0.502,1,HR,Smallpox,0.007,2.813,2.855
2945,2.887,1.582,0.897,0.545,0.352,0.393,2.838,8.912,0.04,0.076,14.476,0.93,-0.73,1,HR,Smallpox,0.044,1.99,2.342
2946,3.128,1.405,0.899,0.578,0.322,0.358,3.109,9.525,0.034,0.059,11.154,1,-0.302,1,HR,Smallpox,0.038,2.229,2.551
2947,2.777,1.917,0.935,0.717,0.217,0.233,4.601,7.324,0.03,0.119,23.58,0.133,-0.09,1,HR,Smallpox,0.032,1.842,2.06
2948,1.369,0.786,0.231,0.368,-0.137,-0.594,1,7.805,-0.018,0.098,19.262,0.247,0.339,1,HR,Smallpox,-0.076,1.138,1.001
2949,4.837,2.087,1.176,0.929,0.247,0.21,4.054,9.701,0.025,0.073,10.247,0.757,0.166,1,HR,Smallpox,0.022,3.661,3.908
2950,1.132,0.776,0.431,0.242,0.19,0.44,5.27,7.789,0.024,0.079,21.654,0.275,-0.741,1,HR,Smallpox,0.056,0.701,0.891
2951,2.06,0.906,0.405,0.354,0.051,0.126,19.637,8.748,0.006,0.114,14.136,0.387,0.928,1,HR,Smallpox,0.014,1.654,1.705
2952,4.187,2.57,1.387,0.794,0.594,0.428,1.684,8.949,0.066,0.118,14.131,0.227,0.105,1,HR,Smallpox,0.048,2.8,3.394
2953,2.268,1.397,0.791,0.491,0.301,0.38,3.325,8.688,0.035,0.084,17.177,0.784,-1.068,1,HR,Smallpox,0.044,1.476,1.777
2954,2.243,1.703,1.054,0.488,0.566,0.537,1.766,7.846,0.072,0.148,19.773,0.36,-1.661,1,HR,Smallpox,0.068,1.189,1.755
2955,4.605,2.964,1.422,0.881,0.541,0.38,1.85,8.658,0.062,0.115,15.689,0.272,-0.086,1,HR,Smallpox,0.044,3.183,3.724
2956,1.858,1.097,0.402,0.353,0.049,0.123,20.218,7.777,0.006,0.083,18.593,0.039,0.77,1,HR,Smallpox,0.016,1.455,1.505
2957,4.941,3.249,1.591,0.967,0.624,0.392,1.602,8.21,0.076,0.069,19.914,0.084,0.134,1,HR,Smallpox,0.048,3.35,3.974
2958,1.445,0.877,0.346,0.322,0.023,0.068,42.632,7.93,0.003,0.086,21.913,0.04,0.675,1,HR,Smallpox,0.009,1.1,1.123
2959,1.103,0.661,0.316,0.225,0.091,0.287,11.025,7.743,0.012,0.106,20.526,0.514,-0.582,1,HR,Smallpox,0.037,0.788,0.878
2960,2.813,1.783,0.901,0.623,0.278,0.309,3.594,7.62,0.037,0.061,18.635,0.041,0.42,1,HR,Smallpox,0.041,1.912,2.19
2961,1.406,0.993,0.619,0.296,0.324,0.523,3.09,8.233,0.039,0.124,15.599,0.675,-1.405,1,HR,Smallpox,0.063,0.786,1.11
2962,3.54,2.661,1.523,0.757,0.765,0.503,1.307,7.874,0.097,0.115,21.573,0.229,-1,1,HR,Smallpox,0.064,2.017,2.783
2963,1.613,0.86,0.412,0.403,0.009,0.023,106.813,7.854,0.001,0.052,15.153,0.368,0.233,1,HR,Smallpox,0.003,1.201,1.21
2964,1.346,0.676,0.28,0.222,0.058,0.207,17.25,8.033,0.007,0.127,20.367,0.049,1.326,1,HR,Smallpox,0.026,1.066,1.123
2965,2.502,1.645,0.837,0.601,0.236,0.282,4.241,7.671,0.031,0.094,21.141,0,0.327,1,HR,Smallpox,0.037,1.665,1.901
2966,2.091,1.373,0.68,0.418,0.262,0.386,3.81,8.065,0.033,0.119,17.574,0.218,-0.215,1,HR,Smallpox,0.048,1.411,1.673
2967,2.175,0.916,0.386,0.408,-0.022,-0.057,1,8.627,-0.003,0.124,14.749,0,2.015,1,HR,Smallpox,-0.007,1.789,1.767
2968,4.502,2.687,1.209,0.876,0.333,0.276,3.002,8.133,0.041,0.109,21.003,0.296,0.091,1,HR,Smallpox,0.034,3.294,3.627
2969,4.697,2.635,1.526,0.905,0.621,0.407,1.611,8.896,0.07,0.1,15.834,0.724,-0.522,1,HR,Smallpox,0.046,3.171,3.792
2970,3.239,1.569,0.653,0.648,0.005,0.008,194.847,7.858,0.001,0.09,15.845,0.078,1.442,1,HR,Smallpox,0.001,2.586,2.591
2971,4.174,1.996,1.13,0.812,0.318,0.281,3.145,9.5,0.033,0.084,12.464,0.897,-0.191,1,HR,Smallpox,0.03,3.044,3.362
2972,1.973,1.416,0.746,0.428,0.318,0.427,3.14,8.11,0.039,0.135,15.596,0.155,-0.183,1,HR,Smallpox,0.053,1.227,1.545
2973,2.623,1.821,1.111,0.63,0.48,0.432,2.082,7.144,0.067,0.159,24.498,0.549,-1.779,1,HR,Smallpox,0.061,1.512,1.993
2974,1.324,0.639,0.355,0.253,0.102,0.286,9.845,9.138,0.011,0.128,15.976,0.839,-0.225,1,HR,Smallpox,0.031,0.969,1.07
2975,1.628,0.897,0.594,0.286,0.307,0.518,3.255,9.409,0.033,0.065,14.314,0.894,-0.682,1,HR,Smallpox,0.055,1.034,1.341
2976,1.846,1.07,0.412,0.339,0.073,0.177,13.751,8.175,0.009,0.075,16.534,0.066,0.556,1,HR,Smallpox,0.022,1.435,1.507
2977,4.269,1.869,0.945,0.823,0.121,0.128,8.241,9.038,0.013,0.104,11.309,0.416,0.608,1,HR,Smallpox,0.014,3.324,3.446
2978,4.843,3.377,1.733,1.088,0.645,0.372,1.551,7.982,0.081,0.097,21.536,0.068,-0.131,1,HR,Smallpox,0.047,3.111,3.755
2979,3.397,2.399,1.311,0.859,0.452,0.345,2.214,7.403,0.061,0.085,26.198,0.184,-0.608,1,HR,Smallpox,0.047,2.087,2.538
2980,2.215,1.327,0.689,0.492,0.197,0.286,5.085,8.168,0.024,0.1,14.609,0.323,0.084,1,HR,Smallpox,0.035,1.526,1.723
2981,2.804,1.54,0.922,0.578,0.344,0.373,2.905,8.737,0.039,0.15,17.148,0.871,-0.763,1,HR,Smallpox,0.043,1.882,2.226
2982,1.301,0.966,0.505,0.334,0.17,0.337,5.877,7.443,0.023,0.147,26.355,0.544,-2.418,1,HR,Smallpox,0.045,0.796,0.966
2983,4.617,3.192,1.814,0.839,0.975,0.537,1.026,8.778,0.111,0.087,17.049,0.46,-0.904,1,HR,Smallpox,0.061,2.803,3.778
2984,1.511,0.693,0.273,0.295,-0.021,-0.078,1,9.1,-0.002,0.166,16.753,0.712,0.152,1,HR,Smallpox,-0.009,1.238,1.217
2985,4.781,3.068,1.767,0.945,0.822,0.465,1.217,9.165,0.09,0.128,13.951,0.604,-0.731,1,HR,Smallpox,0.051,3.014,3.836
2986,4.01,2.781,1.633,0.756,0.876,0.537,1.141,8.607,0.102,0.132,17.084,0.474,-1.205,1,HR,Smallpox,0.062,2.377,3.254
2987,2.276,1.331,0.589,0.506,0.083,0.141,12.081,8.938,0.009,0.092,14.559,0.414,-0.021,1,HR,Smallpox,0.016,1.687,1.769
2988,3.974,1.514,0.772,0.767,0.005,0.006,214.253,8.287,0.001,0.167,15.555,0.001,2.469,1,HR,Smallpox,0.001,3.202,3.206
2989,3.794,1.924,0.799,0.737,0.063,0.079,15.932,8.34,0.008,0.1,17.058,0.313,0.729,1,HR,Smallpox,0.009,2.995,3.057
2990,3.44,1.423,0.672,0.766,-0.094,-0.14,1,8.333,-0.011,0.134,15.21,0.368,1.073,1,HR,Smallpox,-0.017,2.767,2.673
2991,4.673,3.039,1.7,0.925,0.775,0.456,1.291,8.493,0.091,0.087,15.109,0.467,-0.581,1,HR,Smallpox,0.054,2.973,3.747
2992,1.264,0.805,0.37,0.264,0.106,0.286,9.444,7.882,0.013,0.074,21.161,0.177,0.026,1,HR,Smallpox,0.036,0.894,1
2993,3.605,2.059,1.19,0.643,0.547,0.459,1.83,9.112,0.06,0.099,16.292,0.902,-0.824,1,HR,Smallpox,0.05,2.415,2.961
2994,2.263,0.916,0.474,0.438,0.037,0.077,27.349,8.64,0.004,0.076,13.12,0.411,0.853,1,HR,Smallpox,0.009,1.789,1.825
2995,3.226,1.241,0.754,0.661,0.094,0.124,10.689,9.143,0.01,0.109,11.772,0.798,0.388,1,HR,Smallpox,0.014,2.471,2.565
2996,3.857,2.681,1.511,0.82,0.69,0.457,1.449,8.218,0.084,0.125,18.043,0.296,-0.764,1,HR,Smallpox,0.056,2.346,3.037
2997,2.271,0.984,0.581,0.469,0.112,0.193,8.893,9.342,0.012,0.105,13.532,1,-0.245,1,HR,Smallpox,0.021,1.689,1.802
2998,2.103,1.389,0.642,0.476,0.166,0.259,6.019,7.848,0.021,0.085,22.041,0.05,0.362,1,HR,Smallpox,0.033,1.461,1.627
2999,2.534,1.442,0.645,0.468,0.177,0.274,5.652,8.864,0.02,0.079,17.602,0.3,0.298,1,HR,Smallpox,0.031,1.889,2.066
3000,2.652,1.042,0.59,0.514,0.076,0.129,13.157,8.878,0.009,0.164,14.009,0.555,0.817,1,HR,Smallpox,0.015,2.062,2.138
3001,2.054,1.31,1.615,1.637,-0.022,-0.013,1,4.436,-0.005,0.115,9.426,0.082,1.682,1,LR,Smallpox,-0.003,0.439,0.417
3002,1.371,1.051,1.105,1.015,0.091,0.082,11.029,4.309,0.021,0.082,13.405,0.583,-0.255,1,LR,Smallpox,0.019,0.266,0.356
3003,1.182,0.962,1.008,0.877,0.131,0.13,7.64,3.911,0.033,0.124,14.5,0.51,-0.844,1,LR,Smallpox,0.033,0.174,0.304
3004,3.153,2.597,2.613,2.427,0.187,0.071,5.357,3.498,0.053,0.093,18.379,0.354,-0.47,1,LR,Smallpox,0.02,0.54,0.726
3005,3,2.148,2.367,2.262,0.105,0.044,9.524,4.013,0.026,0.079,15.845,0.078,1.442,1,LR,Smallpox,0.011,0.634,0.739
3006,3.017,2.37,2.563,2.263,0.3,0.117,3.333,3.997,0.075,0.069,17.437,0.54,-0.349,1,LR,Smallpox,0.029,0.453,0.753
3007,2.408,1.698,1.923,1.662,0.262,0.136,3.822,4.218,0.062,0.14,16.241,0.441,0.654,1,LR,Smallpox,0.032,0.485,0.747
3008,2.099,1.625,1.667,1.618,0.048,0.029,20.69,3.197,0.015,0.184,22.212,0.226,0.674,1,LR,Smallpox,0.009,0.433,0.481
3009,2.411,1.89,1.972,1.827,0.145,0.074,6.897,3.842,0.038,0.118,22.492,0.374,-0.167,1,LR,Smallpox,0.019,0.44,0.585
3010,1.061,0.795,0.917,0.827,0.09,0.098,11.108,4.082,0.022,0.064,14.845,0.547,-0.369,1,LR,Smallpox,0.024,0.144,0.234
3011,3.542,2.835,2.965,2.727,0.238,0.08,4.196,3.86,0.062,0.061,18.763,0.324,-0.498,1,LR,Smallpox,0.021,0.577,0.815
3012,2.836,2.327,2.383,2.113,0.27,0.113,3.704,3.769,0.072,0.088,18.278,0.32,-0.352,1,LR,Smallpox,0.03,0.452,0.722
3013,3.794,3.017,3.153,2.872,0.282,0.089,3.55,4.105,0.069,0.101,16.63,0.663,-1.233,1,LR,Smallpox,0.022,0.64,0.922
3014,2.63,1.862,2.102,1.962,0.14,0.067,7.143,3.896,0.036,0.091,12.331,0,1.238,1,LR,Smallpox,0.017,0.529,0.669
3015,4.022,3.03,3.483,3.07,0.413,0.119,2.419,3.803,0.109,0.158,13.961,0.209,0.22,1,LR,Smallpox,0.031,0.539,0.952
3016,2.692,1.628,2.072,1.94,0.132,0.064,7.595,4.466,0.029,0.157,10.741,0.715,1.269,1,LR,Smallpox,0.014,0.62,0.752
3017,2.874,2.198,2.398,2.225,0.173,0.072,5.769,3.692,0.047,0.083,17.517,0.325,-0.213,1,LR,Smallpox,0.02,0.475,0.649
3018,2.728,2.335,2.3,2.018,0.282,0.122,3.55,3.278,0.086,0.147,22.905,0.619,-1.862,1,LR,Smallpox,0.037,0.428,0.71
3019,4.172,3.323,3.548,3.122,0.427,0.12,2.344,4.067,0.105,0.096,18.665,0.699,-1.439,1,LR,Smallpox,0.03,0.624,1.051
3020,3.422,2.197,2.783,2.623,0.16,0.057,6.25,4.152,0.039,0.148,8.531,0.002,1.412,1,LR,Smallpox,0.014,0.638,0.798
3021,2.166,1.59,1.87,1.817,0.053,0.029,18.75,4.522,0.012,0.062,13.018,0.732,-0.363,1,LR,Smallpox,0.006,0.296,0.349
3022,3.103,2.303,2.672,2.388,0.283,0.106,3.529,4.199,0.067,0.081,13.844,0.419,0.028,1,LR,Smallpox,0.025,0.431,0.715
3023,4.174,3.107,3.337,3.173,0.163,0.049,6.122,3.317,0.049,0.164,21.402,0.246,0.86,1,LR,Smallpox,0.015,0.837,1.001
3024,4.797,3.877,4.082,3.788,0.293,0.072,3.409,2.917,0.101,0.191,27.846,0.076,0.512,1,LR,Smallpox,0.025,0.715,1.009
3025,1.981,1.498,1.612,1.548,0.063,0.039,15.789,4.234,0.015,0.136,12.719,0.485,-0.239,1,LR,Smallpox,0.009,0.37,0.433
3026,1.548,1.071,1.24,1.23,0.01,0.008,100,3.853,0.003,0.122,14.248,0.168,1.361,1,LR,Smallpox,0.002,0.308,0.318
3027,1.786,1.519,1.587,1.353,0.233,0.147,4.286,3.55,0.066,0.14,16.587,0.595,-1.568,1,LR,Smallpox,0.041,0.199,0.433
3028,3.003,2.578,2.655,2.343,0.312,0.117,3.209,2.68,0.116,0.145,25.544,0.133,-1.269,1,LR,Smallpox,0.044,0.348,0.659
3029,2.482,1.845,2.132,1.833,0.298,0.14,3.352,4.761,0.063,0.09,12.275,0.569,-0.168,1,LR,Smallpox,0.029,0.351,0.649
3030,1.029,0.815,0.915,0.802,0.113,0.124,8.852,4.042,0.028,0.113,14.5,0.071,0.449,1,LR,Smallpox,0.031,0.114,0.227
3031,2.053,1.655,1.732,1.51,0.222,0.128,4.511,3.313,0.067,0.077,19.823,0.001,0.215,1,LR,Smallpox,0.039,0.322,0.543
3032,2.851,2.432,2.268,2.155,0.113,0.05,8.824,3.601,0.031,0.071,20.397,0.383,-0.883,1,LR,Smallpox,0.014,0.583,0.696
3033,2.808,2.313,2.382,2.082,0.3,0.126,3.333,3.422,0.088,0.085,21.906,0,0.288,1,LR,Smallpox,0.037,0.426,0.726
3034,2.413,1.908,1.967,1.773,0.193,0.098,5.172,3.726,0.052,0.095,19.955,0.412,-0.853,1,LR,Smallpox,0.026,0.446,0.639
3035,1.651,1.172,1.375,1.243,0.132,0.096,7.595,4.901,0.027,0.098,11.879,0.877,-0.323,1,LR,Smallpox,0.02,0.276,0.408
3036,4.341,3.115,3.71,3.295,0.415,0.112,2.41,4.36,0.095,0.078,13.417,0.52,-0.054,1,LR,Smallpox,0.026,0.631,1.046
3037,4.356,2.988,3.593,3.202,0.392,0.109,2.553,4.956,0.079,0.124,12.528,0.6,0.596,1,LR,Smallpox,0.022,0.763,1.154
3038,4.175,3.02,3.38,3.118,0.262,0.077,3.822,4.474,0.058,0.063,14.106,0.571,0.144,1,LR,Smallpox,0.017,0.795,1.057
3039,3.032,2.135,2.407,2.208,0.198,0.082,5.042,4.071,0.049,0.141,15.124,0.261,1.34,1,LR,Smallpox,0.02,0.626,0.824
3040,2.106,1.922,1.847,1.59,0.257,0.139,3.896,3.202,0.08,0.156,24.112,0.041,-1.167,1,LR,Smallpox,0.043,0.26,0.516
3041,1.243,1.003,1.114,0.929,0.185,0.166,5.399,3.521,0.053,0.124,17.084,0.474,-1.205,1,LR,Smallpox,0.047,0.129,0.314
3042,3.649,2.965,3.108,2.662,0.447,0.144,2.239,3.637,0.123,0.104,18.145,0.208,-0.203,1,LR,Smallpox,0.04,0.541,0.987
3043,3.537,2.603,2.872,2.62,0.252,0.088,3.974,3.833,0.066,0.076,15.953,0.161,0.911,1,LR,Smallpox,0.023,0.666,0.917
3044,4.973,3.707,4.038,3.705,0.333,0.083,3,3.992,0.084,0.082,19.495,0.263,0.165,1,LR,Smallpox,0.021,0.935,1.268
3045,2.14,1.72,1.813,1.602,0.212,0.117,4.724,3.847,0.055,0.12,15.204,0.266,-0.381,1,LR,Smallpox,0.03,0.327,0.539
3046,2.179,1.707,1.823,1.625,0.198,0.109,5.042,3.301,0.06,0.082,21.837,0,0.827,1,LR,Smallpox,0.033,0.355,0.554
3047,3.268,2.807,2.838,2.475,0.363,0.128,2.752,3.904,0.093,0.202,18.236,0.026,-0.534,1,LR,Smallpox,0.033,0.43,0.793
3048,1.982,1.521,1.622,1.422,0.2,0.123,5,3.833,0.052,0.071,15.649,0.02,1.189,1,LR,Smallpox,0.032,0.361,0.561
3049,2.351,1.903,1.962,1.842,0.12,0.061,8.333,3.307,0.036,0.075,21.262,0.021,0.562,1,LR,Smallpox,0.018,0.389,0.509
3050,2.98,2.335,2.52,2.167,0.353,0.14,2.83,3.756,0.094,0.081,17.103,0.09,0.277,1,LR,Smallpox,0.037,0.46,0.814
3051,2.317,1.928,2.052,1.758,0.293,0.143,3.409,3.563,0.082,0.121,18.597,0.65,-1.925,1,LR,Smallpox,0.04,0.265,0.559
3052,3.784,2.713,3.157,2.782,0.375,0.119,2.667,4.087,0.092,0.092,15.055,0.267,0.826,1,LR,Smallpox,0.029,0.627,1.002
3053,4.74,3.583,4.212,3.508,0.703,0.167,1.422,3.735,0.188,0.076,19.416,0.278,-0.415,1,LR,Smallpox,0.045,0.528,1.231
3054,4.42,3.112,3.432,3.248,0.183,0.053,5.455,4.014,0.046,0.193,17.345,0.316,1.365,1,LR,Smallpox,0.013,0.989,1.172
3055,2.636,1.808,2.158,2.007,0.152,0.07,6.593,3.75,0.04,0.09,16.452,0.034,1.528,1,LR,Smallpox,0.019,0.477,0.629
3056,2.249,1.733,1.942,1.582,0.36,0.185,2.778,3.845,0.094,0.118,17.177,0.784,-1.068,1,LR,Smallpox,0.048,0.308,0.668
3057,3.687,3.195,3.122,2.89,0.232,0.074,4.317,3.094,0.075,0.121,26.198,0.184,-0.608,1,LR,Smallpox,0.024,0.565,0.797
3058,1.754,1.364,1.448,1.408,0.04,0.028,25,3.685,0.011,0.121,19.36,0.524,-0.634,1,LR,Smallpox,0.007,0.306,0.346
3059,2.617,2.213,2.26,1.907,0.353,0.156,2.83,3.612,0.098,0.097,19.7,0.209,-0.536,1,LR,Smallpox,0.043,0.357,0.71
3060,2.211,1.708,1.733,1.63,0.103,0.06,9.677,3.985,0.026,0.073,15.71,0.579,-0.526,1,LR,Smallpox,0.015,0.477,0.581
3061,2.249,1.9,1.822,1.755,0.067,0.037,15,3.85,0.017,0.111,23.244,0.284,-0.22,1,LR,Smallpox,0.01,0.427,0.494
3062,3.995,2.912,3.275,2.975,0.3,0.092,3.333,3.671,0.082,0.085,18.277,0.003,1.276,1,LR,Smallpox,0.025,0.72,1.02
3063,4.316,3.452,3.558,3.35,0.208,0.059,4.8,3.485,0.06,0.086,17.089,0.317,-0.368,1,LR,Smallpox,0.017,0.758,0.966
3064,2.952,2.183,2.413,2.105,0.308,0.128,3.243,4.344,0.071,0.099,13.018,0.359,0.526,1,LR,Smallpox,0.029,0.538,0.847
3065,1.121,0.848,0.94,0.838,0.102,0.109,9.787,4.51,0.023,0.063,14.314,0.894,-0.682,1,LR,Smallpox,0.024,0.18,0.283
3066,4.27,3.358,3.593,3.145,0.448,0.125,2.23,3.705,0.121,0.07,19.308,0,1.009,1,LR,Smallpox,0.034,0.676,1.125
3067,2.326,1.962,2.002,1.655,0.347,0.173,2.885,3.738,0.093,0.124,20.047,0.517,-1.282,1,LR,Smallpox,0.046,0.324,0.671
3068,1.897,1.24,1.57,1.408,0.162,0.103,6.186,4.647,0.035,0.069,10.789,0.982,0.074,1,LR,Smallpox,0.022,0.327,0.488
3069,3.362,2.552,2.772,2.508,0.263,0.095,3.797,4.476,0.059,0.066,14.559,0.414,-0.021,1,LR,Smallpox,0.021,0.59,0.853
3070,1.971,1.532,1.692,1.54,0.152,0.09,6.593,3.622,0.042,0.109,14.652,0.022,0.707,1,LR,Smallpox,0.025,0.28,0.431
3071,1.733,1.437,1.378,1.305,0.073,0.053,13.636,3.234,0.023,0.094,23.205,0.267,-0.328,1,LR,Smallpox,0.016,0.354,0.428
3072,3.202,2.672,2.772,2.355,0.417,0.15,2.4,3.567,0.117,0.146,16.99,0.617,-1.547,1,LR,Smallpox,0.042,0.43,0.847
3073,1.5,1.162,1.225,1.078,0.147,0.12,6.818,4.333,0.034,0.068,14.376,0.569,0.029,1,LR,Smallpox,0.028,0.275,0.422
3074,4.033,2.67,3.068,3.023,0.045,0.015,22.222,4.033,0.011,0.105,14.367,0.238,1.329,1,LR,Smallpox,0.004,0.964,1.009
3075,3.927,3.208,3.362,3.025,0.337,0.1,2.97,3.513,0.096,0.099,16.53,0.555,-1.188,1,LR,Smallpox,0.029,0.565,0.902
3076,4.969,2.57,3.687,3.685,0.002,0,600,4.565,0,0.163,7.498,0.065,2.839,1,LR,Smallpox,0.00E+00,1.283,1.284
3077,4.327,3.18,3.613,3.32,0.293,0.081,3.409,4.557,0.064,0.172,9.142,0.872,-0.516,1,LR,Smallpox,0.018,0.713,1.007
3078,3.839,2.557,2.92,3,-0.08,-0.027,1,4.023,-0.02,0.171,15.21,0.368,1.073,1,LR,Smallpox,-0.007,0.919,0.839
3079,2.579,2.18,2.22,1.993,0.227,0.102,4.412,3.046,0.074,0.139,20.682,0.408,-1.863,1,LR,Smallpox,0.034,0.359,0.586
3080,3.686,2.333,2.958,2.813,0.145,0.049,6.897,4.907,0.03,0.1,10.953,0.858,0.456,1,LR,Smallpox,0.01,0.728,0.873
3081,2.782,1.98,2.16,2.06,0.1,0.046,10,4.146,0.024,0.089,14.984,0.259,0.864,1,LR,Smallpox,0.011,0.622,0.722
3082,4.488,3.465,3.783,3.39,0.393,0.104,2.542,3.911,0.101,0.173,20.732,0.564,-0.475,1,LR,Smallpox,0.027,0.705,1.098
3083,1.779,1.325,1.338,1.347,-0.008,-0.006,1,3.835,-0.002,0.09,17.57,0.139,0.832,1,LR,Smallpox,-0.002,0.441,0.433
3084,1.961,1.447,1.665,1.42,0.245,0.147,4.082,4.18,0.059,0.08,16.693,0.363,0.276,1,LR,Smallpox,0.035,0.296,0.541
3085,2.658,1.828,2.015,2.002,0.013,0.007,75,4.12,0.003,0.17,13.994,0.285,1.516,1,LR,Smallpox,0.002,0.643,0.656
3086,1.982,1.589,1.637,1.58,0.057,0.035,17.647,3.902,0.015,0.058,19.572,0.275,-0.227,1,LR,Smallpox,0.009,0.346,0.402
3087,4.17,3.145,3.352,3.287,0.065,0.019,15.385,3.88,0.017,0.087,17.587,0.496,0.067,1,LR,Smallpox,0.005,0.819,0.884
3088,4.7,3.73,3.935,3.745,0.19,0.048,5.263,2.963,0.064,0.142,26.217,0,0.432,1,LR,Smallpox,0.016,0.765,0.955
3089,4.839,3.497,3.992,3.45,0.542,0.136,1.846,4.217,0.128,0.117,15.976,0.839,-0.225,1,LR,Smallpox,0.032,0.848,1.389
3090,2.706,2.202,2.272,2.002,0.27,0.119,3.704,4.083,0.066,0.113,18.376,0.655,-1.414,1,LR,Smallpox,0.029,0.435,0.705
3091,1.815,1.459,1.573,1.293,0.28,0.178,3.571,4.059,0.069,0.075,16.239,0.323,-0.012,1,LR,Smallpox,0.044,0.241,0.521
3092,3.375,2.938,2.835,2.632,0.203,0.072,4.918,2.845,0.071,0.136,22.823,0.39,-1.722,1,LR,Smallpox,0.025,0.54,0.744
3093,3.478,2.88,3.07,2.752,0.318,0.104,3.141,3.119,0.102,0.158,20.419,0.198,-0.939,1,LR,Smallpox,0.033,0.408,0.726
3094,4.916,3.843,3.903,3.613,0.29,0.074,3.448,4.214,0.069,0.11,18.459,0.357,0.103,1,LR,Smallpox,0.018,1.013,1.303
3095,1.625,1.331,1.382,1.278,0.103,0.075,9.677,3.509,0.029,0.061,17.004,0.548,-0.989,1,LR,Smallpox,0.021,0.243,0.347
3096,3.789,3.2,3.213,2.947,0.267,0.083,3.75,2.374,0.112,0.165,24.582,0.65,-3.333,1,LR,Smallpox,0.035,0.576,0.842
3097,3.569,2.528,3.115,2.632,0.483,0.155,2.069,4.468,0.108,0.158,10.727,0.02,0.839,1,LR,Smallpox,0.035,0.454,0.937
3098,1.494,1.026,1.172,1.095,0.077,0.065,13.043,4.247,0.018,0.077,14.806,0.329,0.832,1,LR,Smallpox,0.015,0.322,0.399
3099,1.774,1.498,1.49,1.363,0.127,0.085,7.895,3.545,0.036,0.107,20.964,0.088,-0.213,1,LR,Smallpox,0.024,0.284,0.411
3100,3.785,2.848,3.273,2.713,0.56,0.171,1.786,4.055,0.138,0.069,15.943,0.057,0.745,1,LR,Smallpox,0.042,0.512,1.072
3101,3.284,2.193,2.492,2.4,0.092,0.037,10.909,3.708,0.025,0.16,15.897,0,2.072,1,LR,Smallpox,0.01,0.792,0.884
